company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
LUSH HANDMADE COSMETICS,NULL,33.31,0,0,325.5,0,59.72,19.67,8.69,0,126.86,0
"LUTRON ELECTRONICS CO, INC.",Americas,2289928.04,2561631.33,2174762.19,2660753.57,2178891.03,2624175.71,2704525.18,2997230.73,2486797.99,2898044.06,2669764.62
"LUTRON ELECTRONICS CO, INC.",APAC,283935.87,313108.24,294932.85,452915.88,266021.34,360737.34,442332.42,368718.85,308198.88,381713.22,355115.46
"LUTRON ELECTRONICS CO, INC.",EMEA,330366.81,319124.13,328155.56,416452.28,318927.32,298994.19,307197.41,348717.62,329769.24,397277.07,362943.04
"LUTRON ELECTRONICS CO, INC.",NULL,15545.32,14426.7,20067,21131.48,13251.33,7673.46,18935.55,20947.57,20292.72,24037,22417.23
LUX FOR LIFE CORP.,Americas,59495.55,96293.52,53582.86,99324.77,94287.29,113434.81,102393.44,111211.71,102644.9,99887.99,83253.13
LUX FOR LIFE CORP.,EMEA,0,184.72,0,0,0,0,68.04,101.74,0,363.42,0
LUX FOR LIFE CORP.,NULL,0,0,0,0,0,16,0,146.71,0,0,0
LVMH ASIA PACIFIC LTD,Americas,6231.86,16724.9,13993.2,29968.7,18949.04,6841.65,9448.36,35886.15,30610.3,10970.99,5678.11
LVMH ASIA PACIFIC LTD,APAC,67631.37,95896.65,95890.07,92363.59,84505.72,96691.42,76815.71,123148.81,71160.09,115874.01,101817.04
LVMH ASIA PACIFIC LTD,EMEA,50464.03,36708.1,22769.66,27758.76,17931.65,33678.48,15897.59,28590.01,19559.11,8490.45,6529.66
LVMH INC. (U.S.),Americas,305259.3,436553.85,254544.54,401394.41,358494.31,359182.35,239785.46,196954.61,287446.24,232718.53,239999.22
LVMH INC. (U.S.),APAC,10643.32,8623.41,7243.75,16088.34,9248.14,9358.24,1348.95,0,0,6542.23,0
LVMH INC. (U.S.),EMEA,41508.41,61225.99,39155.84,94062.01,70243.38,35519.82,58876.99,53671.34,31851.25,52560.86,35386.72
LVMH INC. (U.S.),NULL,2017.26,833.31,1920.68,1353.97,1041.33,640.08,2054.64,2062.28,1134.1,1439.26,1058.75
LVMH WATCH & JEWELRY USA,Americas,896792.24,901016.2,720149.78,999776,575695.92,885902.08,595687.77,997226.95,795251.1,978575.54,738263.7
LVMH WATCH & JEWELRY USA,APAC,0,0,308.83,0,0,0,0,563.74,0,593.59,769.54
LVMH WATCH & JEWELRY USA,EMEA,9173.32,17779.52,4202.94,6671.41,12351.84,8366.48,1055.51,10762.45,12709.01,39326.83,24812.42
LVMH WATCH & JEWELRY USA,NULL,795.8,101.38,41.31,217.94,2452.9,1729.91,0,474.81,7405.3,356.56,1240.38
LWCC,Americas,203165.73,299650.75,290290.48,225117.79,194039.41,219412.63,384781.47,249978.14,214926.14,249590.58,282485.04
LWI FINANCIAL INC,Americas,449135.85,483153.69,415861.67,755706.01,375823.05,542885.08,474426.28,915363.51,451394.06,527027.91,589006.92
LWI FINANCIAL INC,APAC,0,0,0,1701.22,0,0,0,0,0,0,0
LWI FINANCIAL INC,EMEA,0,1547.69,0,0,0,2301.32,0,25.46,0,60.46,3486.82
LYCORED CORP,Americas,128567.06,108043.57,139669.28,97832.56,100711.27,149916.68,99886.02,166009.57,119816.85,106220.21,93300.77
LYCORED CORP,APAC,0,0,300.49,0,0,1065.06,222.9,1612.5,0,0,0
LYCORED CORP,EMEA,235.55,331.33,9844.35,1982.87,541.62,6788.85,1745.89,2094.41,1523.82,4873.14,4538.27
LYONDELLBASELL INDUSTRIES,Americas,9281068.2,10871974.73,10608377.57,10880522.52,9955159.27,11217977.66,10377255.58,10783047.26,9324631.4,10840475.21,9160219.69
LYONDELLBASELL INDUSTRIES,APAC,694645.61,937880.25,918061.81,1173449.7,766800.37,965853.68,1063339.12,1258309.13,876921.92,1062265.08,1242543.62
LYONDELLBASELL INDUSTRIES,EMEA,2085633.53,2189045.86,1977361.81,2659135.1,1928885.19,2217772.3,1982412.43,2580019.57,1704779.09,2270750.78,1785649.51
LYONDELLBASELL INDUSTRIES,NULL,500703.35,607075.14,518384.67,621268.78,656331.65,901438.19,585115.95,779796.91,720499.86,847680.98,682986.37
LYRIC OPERA OF CHICAGO,Americas,98202.49,78838.77,76461.64,65657.12,33171.35,80845.26,64117.17,54334.87,33084.6,112302.94,59809.61
LYRIC OPERA OF CHICAGO,EMEA,2673.36,7.66,901.49,1160.37,705.29,817.11,1369.71,0,0,625.47,1150.57
M & G FINANZIARIA INDUSTRIALE,Americas,310510.6,368369.6,277840.25,280267.24,225830.88,273961.28,246797.58,398838.62,258288.59,358061.59,320050.97
M & G FINANZIARIA INDUSTRIALE,APAC,5555.7,3022.93,2440.79,0,0,0,0,0,0,0,0
M & G FINANZIARIA INDUSTRIALE,EMEA,7397.74,10707.68,16872.23,24889.29,3686.19,15494.76,5976.44,7974.33,581.93,5660.69,1682.46
"M BAR C CONSTRUCTION, INC.",Americas,87144.82,91917.56,138158.9,84196.76,93259.08,92254.32,120172.27,149071.88,185724.23,226338.37,304829.02
M. A. MORTENSON COMPANY,Americas,3462644.08,4154406.22,4635933.67,6245078.36,4454545.11,5757377.81,5914118.76,7072877.51,6262030.29,6118163.16,6108291.85
M. A. MORTENSON COMPANY,APAC,0,2488.62,423.26,1295.41,0,0,47.01,5046.57,0,1795.83,3812.71
M. A. MORTENSON COMPANY,EMEA,2100.55,7104.2,4599.94,8510.65,18743.94,6949.87,3495.19,1098.75,636.85,5949.19,6204.78
M. A. MORTENSON COMPANY,NULL,25.65,19.23,180,22.57,35.46,87.09,0,159.82,3799.77,205.68,17.46
M.D. ANDERSON CANCER CENTER,Americas,6344353.45,7838557.25,6564030.94,7449328.88,6626611.78,7831686.25,7648851.77,7030247.75,5717777.74,5898373.12,4886486.78
M.D. ANDERSON CANCER CENTER,APAC,32196.04,34489.21,82660.86,49619.87,21349.38,56960.76,62991.1,50590.46,36076.43,47604.74,36716.53
M.D. ANDERSON CANCER CENTER,EMEA,33435.82,50316.94,77841.37,62928.71,28454.25,60076.9,102909.03,64679.1,20439.98,53428.79,60898.8
M.D. ANDERSON CANCER CENTER,NULL,55618.54,90858.79,131102.73,133268.25,45543.18,132456.65,106392.97,209888.82,71043.77,88041.98,141966.44
M.HOLLAND COMPANY,Americas,658265.26,744509.79,745885.41,719001.02,825597.02,833457.78,911289.28,687988.77,885272.29,842766.52,984069.53
M.HOLLAND COMPANY,APAC,0,7680.84,0,0,0,3358.74,0,0,0,4333.93,975.29
M.HOLLAND COMPANY,EMEA,0,0,0,2976.76,0,0,0,18196.34,600,0,0
M3 USA,Americas,687970.62,703668.32,629078.62,792622.32,760290.59,851777.05,558622.72,749311.81,837259.84,794248.52,643779.02
M3 USA,APAC,199.36,60.66,69.07,16.32,0,0,0,2628.69,0,1987.96,627.74
M3 USA,EMEA,154.53,84.27,54.09,1702.28,318.72,47.83,1631.79,7512.65,4605.3,10233.63,6257.14
M33 INTEGRATED SOLUTIONS,Americas,242221.45,231824.09,232797.33,218267.93,116251.4,199289.43,204955.13,259014.45,199055.48,203825.92,206840.59
"MABE, S.A. DE C.V.",Americas,2031211.48,2743073.42,2839422.92,2659549.41,2724854.47,3046220.35,3049111.26,3134928.61,3006667.91,3486569.33,3528521.79
"MABE, S.A. DE C.V.",APAC,35581.95,16481.78,61879.22,21255.04,45954.03,53502,36180.29,36210.21,47720.25,61153.8,53778.01
"MABE, S.A. DE C.V.",EMEA,21036.87,34687.49,6667.58,15135.91,16990.6,12941.94,5833.39,10814.57,17057.15,11794.37,42366.98
"MABE, S.A. DE C.V.",NULL,0,0,0,0,0,0,0,0,731.66,543.9,147.23
MAC DONALD,Americas,67428.46,68813.51,54008.38,119820.88,150285.52,182633.6,43204.56,210305.95,129270.14,126759.38,115069.38
MAC DONALD,APAC,7279.08,1511.61,11933.74,26269.95,3332.56,22065,4246.01,27333.82,15533.11,14098.73,41870.39
MAC DONALD,EMEA,1398004.47,1244144.48,1040127.54,1291305.24,1115377.73,1367170.48,967724.14,1294083.9,971663.89,1035843.19,945163.87
"MACH 1 GLOBAL SERVICES, INC",Americas,116012.5,210402.46,220119.45,234207.98,255692,272306.28,229037.91,194421.5,224054.05,288193.58,293794.51
"MACH 1 GLOBAL SERVICES, INC",APAC,1598.64,5.74,0,0,25.78,0,1837.46,351.3,2085.34,2560.07,2253.88
"MACH 1 GLOBAL SERVICES, INC",EMEA,53.83,0,0,0,0,0,1923.18,0,0,261.83,0
MACK BORING AND PARTS COMPANY,Americas,81955.83,56631.67,67721.11,68879.53,70012.4,73073.36,71686.49,67521.16,80579.85,49984.38,55803.87
MACK BORING AND PARTS COMPANY,EMEA,0,871.24,0,0,0,0,0,0,0,0,0
MACKAY SHIELDS LLC,Americas,477432.45,490844.64,351802.27,382824.68,389269.41,606850.49,299920.42,634522.47,532695.89,463054.68,517875.01
MACKAY SHIELDS LLC,APAC,185.69,1602.92,6229.98,15813.72,10164.45,7465.12,8359.65,16978.31,11666.41,23622.04,9161.7
MACKAY SHIELDS LLC,EMEA,30009.36,41591.82,27112.71,43685.55,38227.85,33639.35,23366.01,61720.13,40532.47,51201.35,30243.21
MACKAY SHIELDS LLC,NULL,307.54,53.07,81.36,86.56,133.98,-9.69,52.35,65.22,374.91,92.18,1885.56
"MACQUARIE AIRCRAFT LEASING SERVICES (US), INC.",Americas,307798.58,170315.56,272002.76,283395.34,176653.34,162126.15,213905.32,356888.06,181229.22,188360.49,321581.52
"MACQUARIE AIRCRAFT LEASING SERVICES (US), INC.",APAC,87996.22,92847.85,40211.71,98235.52,39515.12,64772.35,99354.2,75885.77,97658.38,110882.58,80752.86
"MACQUARIE AIRCRAFT LEASING SERVICES (US), INC.",EMEA,238209.09,168237.64,205907.19,351154.89,216477.18,246303.69,203494.93,235015.65,225051.72,219854.32,239364.29
"MACQUARIE AIRCRAFT LEASING SERVICES (US), INC.",NULL,83.22,0,196.23,182.09,100.7,319.43,359.27,289.6,79.84,503.98,687.56
MACQUARIE GROUP SERVICES AUSTRALIA PTY LIMITED,Americas,11892987.31,13469420.97,12732995.57,13499942.9,10854375.17,13048410.7,11313049.53,12227394.27,10286578.21,13557982.24,11247399.08
MACQUARIE GROUP SERVICES AUSTRALIA PTY LIMITED,APAC,14897729.84,15811097.75,14725881.51,16267590.57,11897585.11,14434178.28,12222792.75,14204635.34,11825015.53,15952354.74,15173283.08
MACQUARIE GROUP SERVICES AUSTRALIA PTY LIMITED,EMEA,4967835.1,6012197.24,5906550.12,7268298.85,5849253.01,5626328.23,4810832.56,5732695.16,4593952.06,6071946.4,5508742.94
MACQUARIE GROUP SERVICES AUSTRALIA PTY LIMITED,NULL,21773.45,17507.18,26919.57,20052.64,21362.15,20703.35,21992.37,21635.2,10998.36,21631.78,21436.85
MACQUARIE UNIVERSITY,Americas,135234.5,333494.7,310551.89,349032.41,177763.99,312486.64,281445.06,450631.36,196935.48,291261.06,303726.98
MACQUARIE UNIVERSITY,APAC,947310.1,2586526.55,2357146.1,3201787.36,1367092.76,2436585,2172142.47,3730595.63,1525323.86,2808371.69,2569393.91
MACQUARIE UNIVERSITY,EMEA,49399.41,218843.4,155504.7,146112.03,60398.65,175813.31,150201.31,150128.18,74385.87,191677.06,145864.88
MACQUARIE UNIVERSITY,NULL,0,0,1686.02,131.75,0,0,0,1264.96,0,0,427.61
"MACULOGIX, INC.",Americas,74903.27,105737.51,75448.17,122245.47,97015.29,114535.17,122994.34,125972.82,115899.15,204301.99,233421.21
"MACULOGIX, INC.",EMEA,0,430.81,0,0,48.59,0,0,546.7,0,0,0
"MADICO, INC",Americas,298373.35,337810.01,264160.37,298711.04,246424.96,298406.37,308870.68,327012.16,394792.53,332465.39,343469.26
"MADICO, INC",APAC,12351.56,20781.34,11023.87,8731.49,9526.22,10020.61,8387.8,15831.09,8034.08,3549.37,6597.96
"MADICO, INC",EMEA,5311.09,5390.86,2240,16080.12,4940.6,12234.25,4960.4,11612.68,7706.45,12576.84,6042.67
MADISON,Americas,19723.11,3425.89,13456.4,3791.57,26125.95,8170.51,2531.73,8348.47,6214.3,3725.96,22242.67
MADISON,APAC,10086.27,11942.75,7714.4,6612.89,13994,14486.23,5597.02,8749.87,9240.56,14339.02,23861.61
MADISON,EMEA,194275.11,144129.35,286652.58,181832.94,186926.14,199202.36,153966.6,148798.04,134711.27,206413.8,239952.28
MADISON,NULL,4319.56,1289.96,2422.61,1833.32,1935.55,2202,2619.54,1760.78,1661.69,1583.63,4065.46
"MADISON ASSET MANAGEMENT, LLC",Americas,258906.16,310380.15,226651.45,323404.74,184019.9,253742.43,192780.77,210263.34,172750.01,238353.83,163798.88
"MADISON ASSET MANAGEMENT, LLC",EMEA,0,0,1890.38,3334.78,0,0,2253.88,0,0,2293,0
"MADISON ASSET MANAGEMENT, LLC",NULL,0,0,67.36,0,0,0,0,0,0,0,0
MADISON LOGIC,Americas,44520.84,66424.6,86647.12,89702.23,57913.03,70626.78,75820.96,97853.62,114400,123994.44,140931.45
MADISON LOGIC,APAC,0,0,0,0,0,0,0,0,24191.47,11467.47,10439.58
MADISON LOGIC,EMEA,2729.86,0,2363.01,3135.53,2851.99,1841.47,5771.33,10151.52,5794.81,9046.13,11550.38
MADRONA VENTURE GROUP LLC,Americas,224431.19,232649.89,152217.18,232861.95,222058.73,211793.68,265103.24,276235.08,218015.49,253855.95,178892.7
MADRONA VENTURE GROUP LLC,APAC,0,0,0,1595.92,548.44,44.97,0,0,0,0,0
MADRONA VENTURE GROUP LLC,EMEA,0,0,190.95,0,0,0,0,309.48,0,0,0
MAERSK CREWING AUSTRALIA PTY LTD,Americas,0,1133.21,0,0,0,0,0,0,0,0,0
MAERSK CREWING AUSTRALIA PTY LTD,APAC,51679.18,56238.81,42051.49,38502.57,36860.84,31052.86,33118.43,23500.58,12979.79,6531.3,7147.78
MAERSK CREWING AUSTRALIA PTY LTD,EMEA,4848.03,8209.3,4708.3,8338.18,14812.43,22649.98,12733.38,7561.25,410.86,167.8,821.07
"MAERSK DISTRIBUTION SERVICES, INC",Americas,1028279.44,835161.46,956539.91,1939226.59,985998.64,1350546.6,814136.46,1396952.41,819399.58,581544.24,2411204.1
"MAERSK DISTRIBUTION SERVICES, INC",APAC,0,0,0,0,0,56.4,0,0,0,0.46,739.4
"MAERSK DISTRIBUTION SERVICES, INC",EMEA,337.8,0,1646.88,468.89,972.29,779.77,144.38,0,3510.86,102.93,1454.8
MAERSK DRILLING USA INC.,Americas,480691.58,400025.15,391487.02,484248.41,376357.29,416281.66,230528.96,315090.77,134318.48,258451.04,229519.4
MAERSK DRILLING USA INC.,APAC,9408.43,1356.77,1440.09,2989.03,6428.55,11513.15,2951.77,6942.4,6761.05,3643.71,4286.07
MAERSK DRILLING USA INC.,EMEA,40626.61,53119.54,45781.73,49931.25,41293.06,49046.79,40177.33,26933.83,13645.35,45387.09,21949.61
MAG AUTOMOTIVE LLC.,Americas,290058.63,277424.05,293227.13,249143.14,292444.7,267094.53,360939.02,353117.18,296162.27,279562.78,271030.76
MAG AUTOMOTIVE LLC.,APAC,20536.87,13753.14,18217.16,5825.51,13657.26,9108.06,8447.17,26996.62,32322.89,6985.21,6629.68
MAG AUTOMOTIVE LLC.,EMEA,13787.5,7666.11,2331.03,12848.08,25934.49,7722.88,7168.9,8196.44,9229.68,4540.31,16666
MAGID GLOVE & SAFETY MANUFACTURING CO LLC,Americas,586790.22,666466.4,676589.2,687942.93,982604.68,725278.1,961565.12,745883.32,868542.7,819815.22,940152.71
MAGID GLOVE & SAFETY MANUFACTURING CO LLC,APAC,0,545.36,3596.16,0,4474.82,2064.49,20.09,1542.92,2304.32,0,10238.58
MAGID GLOVE & SAFETY MANUFACTURING CO LLC,EMEA,969.13,0,0,25.48,2309.82,0,3.23,66.07,0,0,0
MAGID GLOVE & SAFETY MANUFACTURING CO LLC,NULL,0,0,0,79.44,0,0,0,0,0,0,0
MAGNESITA REFRACTORIES COMPANY,Americas,920580.88,1012565.32,1010911.71,964672.46,761326.59,854926.01,1017811.36,994470.72,721132.45,1027226.92,840894.45
MAGNESITA REFRACTORIES COMPANY,APAC,2219.35,654.32,1617.54,2665.32,954.19,2409.91,1194.49,1541.99,11.62,8011.7,15230.01
MAGNESITA REFRACTORIES COMPANY,EMEA,11097.75,5782.12,10230.78,8102.18,17623.07,9861.34,7319.46,46025.05,39635.41,265894.63,335993.68
MAGNESITA REFRACTORIES COMPANY,NULL,615.37,900.63,425.18,287.31,2441.33,1048.26,1462.11,1536.5,901.18,3984.87,5188.24
"MAGNETAR CAPITAL, LLC",Americas,914771.56,779756.3,889081.16,598279.12,532975.19,456922.12,530394.92,684279.68,580018.06,582308.5,541128.46
"MAGNETAR CAPITAL, LLC",APAC,30919.45,15146.79,38075.91,17909.92,4607.08,13765.44,9287.49,7684.93,4859.25,4475.69,854.66
"MAGNETAR CAPITAL, LLC",EMEA,212684.12,240349.27,168026.96,232559.76,87304.36,121678.65,92199.1,103692.21,115352.89,132983.64,100144.82
"MAGNETEK, INC.",Americas,306584.35,342855.14,308170.13,380312.57,342322.43,268460.59,340223.51,284168.54,404209.14,362811.43,321020.01
"MAGNETEK, INC.",APAC,975.82,271.05,3518.53,13137.15,2453.19,1987.06,3747.71,59.72,1580.02,1908.32,2527.36
"MAGNETEK, INC.",EMEA,256.36,7206.27,154.71,14584.75,5321,23091.88,17736.34,11169.86,4399.25,4916.67,6816.85
"MAGNETIC MEDIA ONLINE, INC.",Americas,460350.11,683892.48,623432.67,716573.09,712630.68,875046.72,787258.06,680500.77,500415.26,558984.14,276733.05
"MAGNETIC MEDIA ONLINE, INC.",APAC,0,0,412.23,0,0,0,0,0,0,0,0
"MAGNETIC MEDIA ONLINE, INC.",EMEA,43390.46,64084.93,34693.86,15652.39,9691.82,4157.78,3.60E+03,1753.75,78.6,5278.73,1343.01
MAGNETROL INTERNATIONAL INCORPORATED,Americas,212009.91,255448.48,249300.17,259237.93,189510.95,293234.87,193402.35,208898.23,292700.81,444406.44,241554.06
MAGNETROL INTERNATIONAL INCORPORATED,APAC,7724.88,4723.75,5528.09,18234.69,35880.74,26402.63,28823.84,35798.22,26744.07,30677.24,42372.88
MAGNETROL INTERNATIONAL INCORPORATED,EMEA,2018.89,2348.55,7793.41,1557.69,2240.26,636.52,1113.28,1825.1,881.35,1431.4,1456.29
MAGNETROL INTERNATIONAL INCORPORATED,NULL,215.67,1393.96,574.9,0,0,184.21,0,0,0,751.55,284.64
MAGNUM OIL TOOLS INTL LTD,Americas,664485.43,556595.42,581579.04,430312.67,231973.76,178926.32,340478.22,441919.54,398009.2,450408.71,434758.18
MAGNUM OIL TOOLS INTL LTD,APAC,0,0,242.05,13858.5,0,0,0,0,0,0,0
MAGNUM OIL TOOLS INTL LTD,EMEA,3225.97,3818.22,2427.16,6515.41,1602.85,106.44,0,0,0,0,0
MAHLE INDUSTRIES INCORPORATED,Americas,2203137.88,2433079.04,3206551.73,4191738.04,4085395.09,4572154.98,4217606.21,4328362.97,4242665.37,4435318.52,4494741.11
MAHLE INDUSTRIES INCORPORATED,APAC,42457.94,49119.57,42458.31,83456.66,92212.42,106698.92,106366.67,112191.79,100824.64,122067.06,99828.53
MAHLE INDUSTRIES INCORPORATED,EMEA,76186.26,113515.04,87683.69,226635.1,180740.32,207891.44,210923.45,275629.04,162394.96,188811.83,187217.92
MAHLE INDUSTRIES INCORPORATED,NULL,407.98,797.62,544.19,922.57,28.43,134.75,269.15,21.02,69.45,0,77.36
MAHLE JAPAN LTD.,Americas,0,27290,23634.72,17462.85,9474.94,42643.04,29201.8,39947.32,44396.73,44731.29,53699.35
MAHLE JAPAN LTD.,APAC,163123.03,326703.86,403144.68,478180.51,436963.35,627233.51,587054.39,625569.55,431198.59,535064.38,454074.75
MAHLE JAPAN LTD.,EMEA,20845.88,23205.34,36073.9,33019.18,44201.93,39831.75,39043.89,70100.89,37915.75,71599.42,60686.96
MAHLE JAPAN LTD.,NULL,0,0,0,0,0,0,0,0,19.01,0,77.28
"MAILING SERVICES OF PITTSBURGH, INC.",Americas,283322.7,351353.08,354587.1,268620.29,260597.63,368446.35,429878.34,410997.57,419778.53,475947.29,396227.92
"MAILING SERVICES OF PITTSBURGH, INC.",EMEA,0,0,0,0,0,0,1993.96,0,0,0,0
"MAILSOUTH, INC.",Americas,363375.64,404060.92,370707.33,390956.74,430999.93,508199.83,391434.09,403938.52,472982.21,456824.52,434384.35
"MAILSOUTH, INC.",APAC,0,0,0,0,0,0,0,68.75,0,0,0
"MAILSOUTH, INC.",EMEA,89.74,0,0,0,0,0,0,0,25.42,0,0
"MAIN POST PARTNERS, L.P.",Americas,87488.58,95079.68,154836.06,114749.86,84110.68,142776.4,125454.27,170858.64,105625.71,134495.62,101858.39
MAIN STEEL POLISHING COMPANY INC,Americas,249277.05,426829.18,554250.19,388000.09,618628.83,509348.56,592792.78,546242.27,390206.94,215445.74,209776.24
MAIN STEEL POLISHING COMPANY INC,APAC,0,0,0,0,3539.77,3453.73,0,2266.45,888.46,0,0
MAIN STEEL POLISHING COMPANY INC,EMEA,0,0,0,0,167.51,59.3,0,0,0,0,0
"MAINTENANCE SUPPLY HEADQUARTERS, LP",Americas,755066.27,808247.94,849608.27,963082.92,874720.89,1067919.08,1097740.19,1039183.91,1091388.93,1267104.71,1188334.3
"MAINTENANCE SUPPLY HEADQUARTERS, LP",APAC,0,0,0,0,390.89,0,179.98,0,0,130.63,0
"MAINTENANCE SUPPLY HEADQUARTERS, LP",EMEA,0,0,0,0,0,0,0,0,0,-1185.05,0
MAJESCOMASTEK,Americas,576914.36,705274.49,832428.24,1004216.54,928615.79,820339.71,785158.84,758957.56,703683.46,965745.46,843890.85
MAJESCOMASTEK,APAC,8287.37,25750.94,11150.95,30180.21,41457.94,31658.14,14389.06,10590.79,5252.52,9950.84,12315.3
MAJESCOMASTEK,EMEA,702.12,4967.31,2059.76,2135.45,1966.28,429.16,8.44,15.61,3292.52,12.63,1672.83
MAJOR LEAGUE SOCCER,Americas,588467.63,584683.85,773335.59,689108.12,716679.39,746666.9,841045.86,786381.29,938123.59,707310.41,1150079.73
MAJOR LEAGUE SOCCER,APAC,0,448.45,451.7,0,1110.95,0,0,0,0,0,0
MAJOR LEAGUE SOCCER,EMEA,1177.19,11182.59,9518.85,11217.06,10679.22,2555.15,13794.63,19657.52,5855.47,12221.51,1292.93
MAKENA CAPITAL MANAGEMENT LLC,Americas,696365.04,866220.65,634596.04,1178348,674907.4,742556.13,633568.92,1261601.98,770552.36,711520.44,568636.07
MAKENA CAPITAL MANAGEMENT LLC,APAC,10544.13,26462.17,19714.61,32537.29,26145.65,11714.54,20868.95,33745.44,6898.46,17252.28,11356.63
MAKENA CAPITAL MANAGEMENT LLC,EMEA,24441.23,20679.95,42337,62404.12,10133.03,15058.15,59113.06,74041.27,17182.8,19713.9,40190.18
MAKHTESHIM AGAN OF NORTH AMERICA DBA ADAMA,Americas,862763.44,898677.38,900567.86,777542.65,878994.94,687815.96,846308.55,996574.02,883133.17,783744.95,856056.8
MAKHTESHIM AGAN OF NORTH AMERICA DBA ADAMA,APAC,47.21,6040.26,15.03,3759.37,0,2349.85,1327.1,8588.23,3274.35,4066.04,3131.97
MAKHTESHIM AGAN OF NORTH AMERICA DBA ADAMA,EMEA,18618.13,12486.56,18684.66,12369.73,10113.73,12709.94,7966.88,19077.08,12460.93,13184.49,9460.37
"MALIBU BOATS, LLC",Americas,538331.22,317921.53,343409.08,376737.65,351650.27,297440.97,326615.68,405090.99,501664.36,477357.03,558610.4
"MALIBU BOATS, LLC",APAC,6469.4,2165.44,11831.1,1536.24,0,41.11,12951.48,9616.55,14121.36,9002.44,13828.43
"MALIBU BOATS, LLC",EMEA,2433.96,0,0,153.35,2046.3,0,7506.74,49762,9584.84,9450.41,18450.92
MALVERN INSTRUMENTS LTD,Americas,642933.45,859468.92,937721.65,917796.93,682214.73,816822.12,968735.17,1019684.8,664080.4,1469206.96,1688284.13
MALVERN INSTRUMENTS LTD,APAC,187358.91,211106.3,243563.29,253529.49,151033.87,235047.83,273538.57,305883.53,188910.89,253105.37,234929.99
MALVERN INSTRUMENTS LTD,EMEA,785963.71,841346.24,769811.86,895882.25,594141.94,783498.57,799945.82,755760.63,412441.06,698626.09,737355.7
MALVERN INSTRUMENTS LTD,NULL,2426.19,886.75,0,3819.3,14.66,5.71,71.15,2296.6,458.74,973.73,1282.01
MAN DIESEL NORTH AMERICA INC.,Americas,1151137.52,1377605.17,1086824.26,1404941.88,1078006.75,1015091.26,1157215.27,1075252.18,954706.27,1067302.05,1121259.79
MAN DIESEL NORTH AMERICA INC.,APAC,5054.12,3306.92,5600.75,5687.1,2399.02,5588.68,1293.16,6593.41,0,6617.12,23499.68
MAN DIESEL NORTH AMERICA INC.,EMEA,38243.82,28541.22,47615.27,30014.36,35964.42,29420.59,32248.59,39773.7,29658.62,31324.2,35988.37
MAN DIESEL NORTH AMERICA INC.,NULL,4346.11,1935.88,1694.79,1570.83,251.92,1278.21,941.32,1633.26,9991.28,191.77,-33.87
MAN IN THE MIRROR,Americas,69558.63,51933.23,45676.67,54238.1,89132.24,54647.43,44761.56,62826.77,56984.55,43740.85,32833.59
MAN IN THE MIRROR,APAC,0,0,0,0,492,0,0,0,0,0,0
"MAN ROLAND USA, INC.",Americas,110140.87,108599.7,81133.43,118460.27,103348.34,83591.43,73625.27,101035.86,62475.11,110219.14,118884.97
"MAN ROLAND USA, INC.",EMEA,12597.43,0,0,2186.79,9021.6,5656.2,2289.42,0,2607.06,7211.77,710.31
"MANA PRODUCTS, INC.",Americas,325389.12,519687.29,588782.47,588047.84,564181.03,414223.18,545790.25,465964.26,503571.66,488352.65,380992.84
"MANA PRODUCTS, INC.",APAC,6483.57,9485.79,155.08,6416.05,0,11969.95,540.46,13261.85,1076.86,20399.29,57.74
"MANA PRODUCTS, INC.",EMEA,1402.25,50689.69,13466.11,6499.62,16034.97,49637.04,3240.52,898.89,34164.93,36902.89,6243.77
"MANA PRODUCTS, INC.",NULL,0,87.56,492.49,12.6,0,2114.79,131.86,0,2037.21,247.95,616.32
MANAGED FUNDS ASSOCIATION,Americas,61979.91,101649.05,77085.55,61977.09,60223.06,90699.04,55428.01,47614.24,24955.09,47842.11,34204.57
MANAGED FUNDS ASSOCIATION,EMEA,9513.67,13020.58,4230.66,28583.14,5362.53,11295.48,530.26,9667.49,2535.22,0,4773.03
"MANAGED HEALTHCARE ASSOCIATES, INC.",Americas,712961.65,1018061.05,933082.99,985646.43,701874.96,788486.33,892592.42,961894.94,827910.9,1206625.97,622129.61
"MANAGED HEALTHCARE ASSOCIATES, INC.",EMEA,0,0,0,0,0,0,0,0,0,55.62,0
"MANAGEMENT AND NETWORK SERVICES, L.L.C.",Americas,116234.38,311081.95,219411.38,192144.53,188495.31,258095.27,171790.51,213457.44,209672.56,178010.64,107139.03
"MANAGEMENT DATA SYSTEMS INTERNATIONAL, INC.",Americas,199454.02,323475.59,193013.11,206536.24,156093.98,225326.67,174248.78,212047.76,152601.09,181485.41,142956.43
MANE INC_US,Americas,635403.17,487601.51,484923.97,626697.61,670771.67,638135.36,678121.67,611677.13,678041.29,621666.93,571315.38
MANE INC_US,APAC,1034.62,2213.44,3293.06,6291.19,2572.1,1316.41,1753.82,6240.85,5296.46,2420.7,13083.67
MANE INC_US,EMEA,20600.21,8355.14,12780.27,18949.16,12251.16,12102.45,12220.5,8641.64,45893.85,11271,11155.71
MANE USA,Americas,187671.84,252010.04,167761.9,290474.58,214881.11,294282.75,260049.16,282761.74,210124.31,286920.6,299003.26
