company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
MANE USA,APAC,1495.66,3381.21,0,3086.25,0,388.57,0,78.04,0,0,0
MANE USA,EMEA,6603.92,25148.57,12559.54,19788.32,19099.42,13477.7,4471.47,24779.7,14882.14,11791.61,25760.4
MANE USA,NULL,21.99,694.22,0,64.3,293.54,2041.67,99.45,290.45,156.63,2524.63,244.75
"MANHATTAN ASSOCIATES, INC.",Americas,6731419.22,6394484.71,6464616.13,6277644.29,5925888.46,6218597.55,6263447.27,6027315.19,5656610.95,5646854.64,5048828.93
"MANHATTAN ASSOCIATES, INC.",APAC,574943.65,639164.94,635357.94,553445.84,416564.94,489692.69,499973.95,659833.37,423719.46,533695.5,574799.73
"MANHATTAN ASSOCIATES, INC.",EMEA,782391.28,859288.2,902842.95,899360.11,798639.24,842852.14,766393.07,832021.98,705581.46,963128.89,968567.1
"MANHATTAN ASSOCIATES, INC.",NULL,41351.21,41792.69,40288.99,21677.28,14969.11,32559.34,27403.88,20120.8,34743.33,38454.89,75698.04
"MANHATTAN PHYSICIANS LABORATORIES I, INC. (DBA MANHATTAN LABS)",Americas,46779.19,36091.12,36500.13,24371.91,28776.61,18039.07,24138.18,25097.36,23279.34,15853.82,16617.02
"MANNING & NAPIER ADVISORS, LLC",Americas,618197.06,836313.63,719514.7,833243.6,626912.69,700298.32,627373.65,727091.35,629514.02,694355.87,596896.46
"MANNING & NAPIER ADVISORS, LLC",APAC,0,1040.64,2564.87,0,2044.13,0,0,0,768.41,1116.04,0
"MANNING & NAPIER ADVISORS, LLC",EMEA,68.5,698.65,4630.62,5742.64,0,0,1080.72,0,1593.75,110.26,7049.51
MANPOWER PLC,Americas,5857.41,2962.49,2558.09,5913.82,1487.69,4694.74,3796.03,14289.36,1295.24,11251.14,5622.7
MANPOWER PLC,APAC,0,228.3,0,2898.55,2147.31,1525.97,0,5752.56,38.15,121.46,1754.97
MANPOWER PLC,EMEA,547871.21,558715.33,554823.97,699328.13,508299.74,611677.34,525972.86,528171.96,454409.55,516553.8,618571.93
MANPOWER PLC,NULL,954.36,113.12,2486.18,1113.06,276.24,584.46,1849.25,5551.69,255.26,1096.53,183.07
MANSFIELD OIL COMPANY,Americas,1051469.29,1144334.27,1139372.3,987133.99,899886.29,1012036.67,1075342.24,941661.12,879888.43,986323.85,1007051.22
MANSFIELD OIL COMPANY,APAC,1876.46,386.55,257.22,0,205.59,0,0,0,0,0,0
MANSFIELD OIL COMPANY,EMEA,0,834.86,148.4,2320.92,0,0,141.49,0,0,0,709.7
MANUFACTURERS ALLIANCE/MAPI INC.,Americas,62125.26,94487.37,55464.83,79627.11,51204.58,105157.42,49107.61,81088.75,65950.86,93245.36,66430.25
MANUFACTURERS ALLIANCE/MAPI INC.,APAC,198.24,0,0,0,210.43,0,0,0,0,0,0
MANUFACTURERS ALLIANCE/MAPI INC.,EMEA,0,0,0,72.16,0,341.82,0,0,0,0,0
MANULIFE,Americas,15602892.14,20056004.31,17621683.35,23995314.51,17406353.78,21866850.8,17528125.79,19789701.41,15490804.76,18890586.7,16288985.56
MANULIFE,APAC,348772.08,906655.27,1131596.49,1802254.94,1750256.73,2711384.66,2685494.05,3300284.37,1927170.47,3966647.97,3937646.83
MANULIFE,EMEA,64074.74,155510.65,89733.11,200419.45,149346.36,210281.5,187835.8,137895.58,90685.52,170533.77,141519.25
MANULIFE,NULL,7.44,160.62,0,0,222.06,1621.94,138.41,0,32.83,64.98,0
MAPEI CORPORATION,Americas,574123.31,751055.93,552171.21,865337.05,762880.25,771068.49,754941.84,865559.4,895332.02,923677.79,762194.96
MAPEI CORPORATION,APAC,0,0,0,0,1550.99,0,0,0,0,0,0
MAPEI CORPORATION,EMEA,637.92,677.58,6358.88,19205.11,6120.32,6916.29,4901.57,16509.77,949.49,4917.18,3371.93
MAPEI CORPORATION,NULL,0,312.81,0,0,631.32,0,0,185.14,0,73.41,424.78
MAPLE LEAF SPORTS & ENTERTAINMENT PARTNERSHIP,Americas,2116250.4,2789159.13,1622787.94,2065334.55,2530285.29,2929397.99,1966716.04,2825927.35,3009801.38,5214982.66,2173387.01
MAPLE LEAF SPORTS & ENTERTAINMENT PARTNERSHIP,APAC,13938.54,1630.3,2070.13,9199.15,10081.94,13602.15,245.17,7468.72,6552.13,8107.71,8108.79
MAPLE LEAF SPORTS & ENTERTAINMENT PARTNERSHIP,EMEA,62841.55,70356.74,33044.39,80992.48,97143.69,79252.84,28072.59,58115.76,79746.7,83216.57,45551.72
MAPLE LEAF SPORTS & ENTERTAINMENT PARTNERSHIP,NULL,0,0,1262.34,1401.78,0,0,0,581.78,0,1989.64,0
MAPR TECHNOLOGIES,Americas,446753.67,558771.75,573507.23,720074.48,719025.83,996511.81,980212.81,964990.83,983168.85,1088569.53,959774.35
MAPR TECHNOLOGIES,APAC,171285.75,180117.38,130453.9,162659.94,197116.98,301317.98,261313.77,349581.97,351073.86,299025.61,342295.52
MAPR TECHNOLOGIES,EMEA,137522.24,203677.87,174030.67,245886.25,226164.91,228154.55,217700.68,235951.63,226705.59,218144.67,251126.66
MAPR TECHNOLOGIES,NULL,12246.36,28127.15,14449.1,16471.3,34733.69,18666.7,29206.24,27391.01,34134.69,27725.78,43566.1
MAQUET CARDIOVASCULAR,Americas,4201633.57,3889161.62,3316088.4,3384563.89,4122227.25,3415714.37,3714330.84,6700761.77,8082880.65,8836516.11,8589919.6
MAQUET CARDIOVASCULAR,APAC,53742.99,41209.57,41298.69,17592.05,13640.34,13696.25,1497.77,16417.88,18638.9,12551.07,21096.96
MAQUET CARDIOVASCULAR,EMEA,71148.67,115246.84,78765.01,89211.19,46023.48,85744.73,74409.85,139240.34,137566.08,219465.41,185778.28
MAQUET CARDIOVASCULAR,NULL,9.03,5.74,592.99,19.85,22.12,0,0,0,100.46,3.62,180.87
"MARATHON HEALTH, INC.",Americas,221839.49,262532.15,202110.57,239088.03,261581.11,321407.76,310974.47,280953.01,321349.85,340695.32,320050.61
MARATHON OIL COMPANY,Americas,5227887.39,4476813.59,4516756.67,4060194,3274068.3,3307964.16,3292568.25,3743886.8,3418439.77,3463610.35,3341101.04
MARATHON OIL COMPANY,APAC,2654.41,1587.74,11223.45,9057.29,5663.04,9901.57,7203.27,877.07,113.01,12548.78,1074.13
MARATHON OIL COMPANY,EMEA,1038676.32,908674.19,840529.83,937169.58,573095.05,569202.94,484003.94,550498.42,461055.64,491285.62,501033.35
MARATHON OIL COMPANY,NULL,5918.59,10572.53,14297.56,26471.3,16573.22,18289.79,8559.88,12992.61,2654.36,1346.12,1958.61
"MARATHON PHARMACEUTICALS, LLC",Americas,109743.78,119058.03,92186.14,66762.25,84746.13,77809.63,108377.25,176117.93,211392.41,58980.6,9593.09
"MARATHON PHARMACEUTICALS, LLC",APAC,914.96,1531.86,482.27,0,1939.24,0,0,486.83,0,0,0
"MARATHON PHARMACEUTICALS, LLC",EMEA,2039.66,6540.15,1989.5,5624.67,2533.67,5205.05,7256.44,12001.65,6965.04,694.84,6276.88
MARATHON VENTURES,Americas,24806.74,42828.62,38083.47,40721.62,30296.48,40046.66,28186.7,63982.01,69578.44,93279.29,61808.99
"MARC JACOBS INTERNATIONAL, LLC",Americas,896982.71,1194916.02,1292608.84,1429658.19,1072059.4,789105.39,793344.92,879028.86,605505.21,566647.15,675822.39
"MARC JACOBS INTERNATIONAL, LLC",APAC,43913.69,145864.13,112273.84,152993.83,91587.86,132454.92,95575.38,114324.63,77140.95,86369.91,54937.21
"MARC JACOBS INTERNATIONAL, LLC",EMEA,327291.9,386137.4,494362.48,474062.89,359546.3,285758.76,380798.92,265408.63,238663.44,113232.56,212478.3
"MARC JACOBS INTERNATIONAL, LLC",NULL,0,721.07,161.7,1379.45,383.83,1189.98,1330.91,2307.38,10.64,0,696.34
MARCELS EQUIPMENT LTD,Americas,372643.96,538097.81,371337.41,389511,374777.37,463560.21,381422.67,558990.37,574360.21,457141.95,390447.79
MARCELS EQUIPMENT LTD,APAC,0,0,0,0,0,0,0,1573.8,0,0,82.61
MARCELS EQUIPMENT LTD,EMEA,0,1885.19,0,0,0,0,0,0,0,0,72.78
MARCO OPHTHALMIC.,Americas,519190.51,429298.28,543148.86,646765.69,638646.76,741995.82,441186.22,501546.56,691764.28,811283.45,628982.55
MARCO OPHTHALMIC.,APAC,0,8.36,0,0,1528.71,0,0,0,841.15,559.68,0
MARCO OPHTHALMIC.,EMEA,13.85,0,0,0,64.22,0,-27.81,0,0,0,19.67
MARCUS & MILLICHAP CO,Americas,1015119.38,1092608.22,1034100.94,1520974.62,1140976.39,1266789.94,1278792.25,1410729.57,1251617.84,876221.23,1212323.85
MARCUS & MILLICHAP CO,APAC,50.88,0,0,0,0,0,0,0,0,0,0
MARCUS & MILLICHAP CO,EMEA,1817.42,720.12,0,719.23,13048.58,0,3900.57,3478.33,0,48.9,0
MARCUS INVESTMENTS,Americas,150125.26,139171.17,154809.13,210641.84,155633.46,169868.99,155690.81,214973.11,192174.94,206156.85,191219.21
MARCUS INVESTMENTS,APAC,0,0,39.86,0,0,0,0,30,0,0,0
MARCUS INVESTMENTS,EMEA,0,0,0,0,0,0,0,193.01,0,0,0
"MARGARITAVILLE HOLDINGS, LLC",Americas,360564.4,750351.45,658952.13,760887.69,543423.79,1037454.79,1088737.68,792307.82,697157.48,955959.02,841099.94
"MARGARITAVILLE HOLDINGS, LLC",APAC,8742.75,5365.91,13217.07,5070.7,0,0,0,201.36,0,0,914.74
"MARGARITAVILLE HOLDINGS, LLC",EMEA,294.54,10320.41,16223.23,16291.97,5687.95,5785.67,9960.72,3507.43,3009.74,2317.98,3894.31
MARIE STOPES INTERNATIONAL AUSTRALIA,Americas,698.63,5776.88,3191.72,4460.96,1725.8,4705.05,1353.04,2175.67,1109.75,2973.82,1774.65
MARIE STOPES INTERNATIONAL AUSTRALIA,APAC,58779.55,56250.71,77074.54,55384.59,76241.65,65258.09,64972.91,83727.75,51400.33,36399.44,39905.66
MARIE STOPES INTERNATIONAL AUSTRALIA,EMEA,1358.94,6650.96,733.06,582.52,4168.73,2375.58,1089.27,4800.35,497.82,223.74,419.79
MARIN COMMUNITY FOUNDATION,Americas,23595.98,59253.59,62393.73,56825.53,52176.96,90783.17,81635.5,111730.78,60744.39,99562.58,69830.86
MARIN COMMUNITY FOUNDATION,APAC,0,0,0,0,0,0,25.07,0,0,0,0
MARINE POWER INTERNATIONAL PTY LTD,Americas,9258.12,435.49,1016.43,802.87,7917.84,1351.43,38.48,1959.38,4143.81,10023.03,1497.82
MARINE POWER INTERNATIONAL PTY LTD,APAC,36937.53,56728.07,94083.7,119102.23,96564.35,114813.75,138153.94,137092.87,109690.15,89187.94,159039.45
MARINE POWER INTERNATIONAL PTY LTD,EMEA,0,0,0,0,0,0.03,0,0,0,0,2248.25
MARINE POWER INTERNATIONAL PTY LTD,NULL,0,2991.73,0,2284.13,349.54,0,2468.67,8.06,78.01,923.51,5532.76
"MARINOSCI LAW GROUP, PC",Americas,91603.02,79762.52,86466.25,80414.6,71729.95,101896.21,71741.2,31113.85,29429.11,27933.69,34919.52
"MARINOSCI LAW GROUP, PC",EMEA,0,193.61,0,0,0,0,0,0,0,0,0
"MARITZ, LLC",Americas,8521876.6,8123625.65,10120557.6,9295785.29,9760425.42,11166051.62,10109349.75,10330438.62,11085804.43,10885963.85,9568822.28
"MARITZ, LLC",APAC,55179.5,18864.86,28116.74,70306.63,139005.62,44831.19,42216.32,145369.34,26685.08,57334.53,75419.07
"MARITZ, LLC",EMEA,160324.26,151563.24,153076.24,221224.94,154017.71,184524.78,119446.61,171245.21,151386.37,204539.13,204002.63
"MARITZ, LLC",NULL,1154.69,18475.15,20877.06,13141.13,3538.58,5264.71,-25364.06,1523.4,3006.12,3947.96,10088.69
MARK ANTHONY GROUP INC.,Americas,3748914.63,3889136.89,3714404.17,4211928.5,3083368.49,3275793.66,3541315.62,3636026.92,3408760.35,3828982.9,4311552.99
MARK ANTHONY GROUP INC.,APAC,235.66,37.01,990.95,1217.05,4986.88,16537.5,1403.57,57.88,4879,8788.74,4440.31
MARK ANTHONY GROUP INC.,EMEA,23074.6,30809.56,14732.03,15388.24,17098.2,20727.53,35163.76,51399.48,17910.93,50096.91,45191
MARK ANTHONY GROUP INC.,NULL,0,0,0,0,0,0,0,0,405.87,84.9,0
MARKEN LIMITED,Americas,313623.35,273184.71,440494.48,256571.73,524358.74,235467.93,311200.56,361407.29,521269.7,476731.38,510254.95
MARKEN LIMITED,APAC,111691.11,114943.48,82332.77,129504.15,94033.27,141106.05,125424.85,131163.8,110810.41,149705.74,134424.14
MARKEN LIMITED,EMEA,123608.85,128550.45,121313.2,123522.5,111622.26,85390.74,184540.51,146106.96,117932.59,114179.46,92235.14
MARKEN LIMITED,NULL,50.82,0,0,0,0,0,0,0,0,0,0
MARKET FORCE INFORMATION,Americas,89696.43,105512.42,77088.34,108942.54,83551.16,104873.82,88757.76,76147.92,65406.95,91915.44,69880.76
MARKET FORCE INFORMATION,EMEA,9102.42,9034.83,32281.65,40214.23,35742.99,30457.31,30865.69,32955.49,24778.26,18128.07,22081.75
MARKET STRATEGIES INTERNATIONAL,Americas,848873.89,859346.4,756725.59,734726.18,614856.67,508868.91,742643.46,655280.76,482731.91,603963.91,691394.01
MARKET STRATEGIES INTERNATIONAL,APAC,6195.02,4033.31,7084.38,859.18,1312.19,158.55,5612.78,31.11,0,2459.73,7054.87
MARKET STRATEGIES INTERNATIONAL,EMEA,2003.6,8679.61,6070.13,7035.78,2296.95,9248.63,9859.61,3236.93,7626.81,17.41,768.82
"MARKET TRACK, LLC",Americas,325999.96,396449,388752.48,399220.09,688834.01,364908.63,393783.75,440105.67,408866.12,520575.64,434123.79
"MARKET TRACK, LLC",APAC,24.86,716.94,3952.38,2569.73,3349.46,682.57,605.84,3593.5,13210.14,2719.25,902.05
"MARKET TRACK, LLC",EMEA,1486.98,0,0,0,0,0,0,774.07,0,1297.44,0
MARKETING DRIVE LLC (MATCH DRIVE),Americas,316715.15,452574.43,469355.11,663253.5,386878.9,714203.87,628611,707919.2,749214.06,1239189.44,1086069.76
MARKETING DRIVE LLC (MATCH DRIVE),EMEA,0,0,0,1.49,0,2449.99,0,0,0,0,670.21
MARKETRESEARCH.COM,Americas,3642,3325.74,4459.57,4514.5,7236.33,4671.25,11126.11,4198.29,6711.67,2458.8,5976.46
MARKETRESEARCH.COM,APAC,0,0,0,0,488.54,0,0,3.58,0,0,0
MARKETRESEARCH.COM,EMEA,4577.35,3517.11,5209.25,6336.2,7625.03,3181.26,3606.44,5922.32,4008.7,1166.2,3402.51
MARKETRESEARCH.COM,NULL,0,0,0,0,0,0,0,0,6.15,0,291.42
"MARKEYS AUDIO VISUAL, INC.",Americas,402659.61,298069.39,288257.26,335569.77,280785.11,346636.13,350476.98,369117.98,277947.24,344042.18,288330.88
"MARKEYS AUDIO VISUAL, INC.",EMEA,0,0,0,176.36,0,0,0,0,0,2521.49,1121.11
"MARKEYS AUDIO VISUAL, INC.",NULL,0,0,0,0,0,0,0,0,0,0,11.24
"MARLEN INTERNATIONAL, INC.",Americas,256749.93,311496.28,343921.67,290475.87,321953.55,309695.55,371808.59,354626,298730.42,343504.04,390624.02
"MARLEN INTERNATIONAL, INC.",APAC,0,766.12,0,0,0,0,0,0,0,0,0
"MARLEN INTERNATIONAL, INC.",EMEA,0,0,1302.58,123.45,1563.59,6354.86,0,0,42.57,801.55,0
MARLIN BUSINESS SERVICES,Americas,146497.57,128046.15,101739.35,100968.45,102469.62,131928.65,105146.74,115093.31,147213.19,155810.21,140870.2
MARLIN EQUITY,Americas,339727.25,285477.01,248138.84,248135.87,224759.67,293209.06,286423.43,267111.98,244624.55,338638.88,377040.25
MARLIN EQUITY,APAC,1368.44,0,0,0,307.94,0,0,2830.11,275.92,2555.5,5621.74
MARLIN EQUITY,EMEA,46082.32,31309.35,26486.8,30516.19,13426.96,24319.55,32467.67,21254.48,36376.17,28911.35,27631.57
MARQUARDT SWITCHES INC,Americas,118240.58,140024.59,119304.26,129637.64,110382.57,121943.85,165245.21,155976.98,200900.21,219282.05,222145.74
MARQUARDT SWITCHES INC,APAC,2450.44,2156.86,1390.69,8859.03,9774.56,5179.58,1902.84,852.89,1198.31,8479.1,5259.72
MARQUARDT SWITCHES INC,EMEA,1756.46,5652.76,4546.77,6563.11,3723.47,5532.66,5831.92,13514.43,6126.05,14045.49,10362.52
"MARQUETTE ASSOCIATES, INC.",Americas,247655.75,259616.35,213314.67,283423.04,287612.58,280379.31,321389.29,325671.78,343611.25,376088.97,409567.05
"MARQUETTE ASSOCIATES, INC.",EMEA,0,0,0,0,0,289.1,0,0,0,0,0
MARQUETTE GROUP,Americas,147911.85,161923.76,132062.3,154581.7,207714.59,140724.38,222826,102108.66,175690.76,69605.01,104740.56
MARQUETTE GROUP,EMEA,47.44,94.54,145.26,0,0,0,0,0,0,0,0
MARRIOTT VACATIONS WORLDWIDE CORPORATION,Americas,2900601.5,3490467.81,3018513.36,3802295.12,3275474.7,3391676.97,2988752.2,3224454.77,3386822.36,3973554.37,3281036.71
MARRIOTT VACATIONS WORLDWIDE CORPORATION,APAC,118673.88,228525.34,174961.29,261547.98,323851.43,338770.82,232257.49,308119.9,383201.11,491132.82,452012.07
MARRIOTT VACATIONS WORLDWIDE CORPORATION,EMEA,370210.8,420389.01,275756.28,361329,312678.13,242548.4,195243.28,192687.92,325548.63,316760.93,261971.1
MARRIOTT VACATIONS WORLDWIDE CORPORATION,NULL,1776.17,6349.02,2942.67,4768.84,2447.78,4706.06,1767.6,3905.55,3538.31,1792.23,3835.2
MARS INFORMATION SERVICES,Americas,29853025.9,34046775.57,31590886.62,34147028.28,30325627.23,34959294.62,28450824.69,33893642.77,26986333.75,31696765.06,25185327.88
MARS INFORMATION SERVICES,APAC,329058.06,442506.33,354634.36,344780.67,341894.77,536926.16,280813.21,323937.88,234008.15,359222.62,279965.97
MARS INFORMATION SERVICES,EMEA,1822628.53,1982501.52,1554410.44,1883547.92,1422634.64,1794351.79,1468851.25,1116786.38,1308011.94,1547921.3,1424233.48
MARS INFORMATION SERVICES,NULL,135690.11,94005.03,86502.42,47442.42,50602.84,60217.08,45027.18,61780.37,38012.61,54685.28,28147.46
"MARSH & MCLENNAN AGENCY, LLC",Americas,1255946.83,1641698.75,1974966.84,3381598.51,2173228.3,3206037.56,3256081.5,4217411.8,3142100.25,4036256.9,3693128.51
"MARSH & MCLENNAN AGENCY, LLC",APAC,1461.31,0,72.02,0,0,0,0,0,0,1391.25,0
"MARSH & MCLENNAN AGENCY, LLC",EMEA,4053.66,9772.59,9442.36,500.47,0,6154.65,8861.4,16482.23,4368.59,2408.78,14791.64
MARSHBERRY & COMPANY INC,Americas,438432.16,657333.04,497618.73,872789.34,471607.92,842460.11,582598.45,805431.37,467472.6,720758.91,523899.98
MARSHBERRY & COMPANY INC,APAC,0,0,0,0,0,0,0,450.64,0,0,0
MARSHBERRY & COMPANY INC,EMEA,13.34,0,836.22,532.44,0,0,0,0,0,0,263.14
MARTIN ENGINEERING CO.,Americas,513958.03,583442.24,470485.24,339673.27,407404.92,474931.98,411936.17,458424.48,416769.04,453073.68,425217.59
MARTIN ENGINEERING CO.,APAC,7949.42,4836.69,5833.8,5468.93,1112.51,1390.12,4514.73,4862.59,6007.26,12831.62,2932.43
MARTIN ENGINEERING CO.,EMEA,526.17,2635.91,3382.51,0,741.57,333.24,0,1497.54,1258.73,1800.64,2982.54
MARTIN ENGINEERING CO.,NULL,3060.98,387.64,0,0,800.5,2177.18,0,1556.98,491.12,740.84,1353.18
MARTIN-BROWER AUSTRALIA PTY LTD,Americas,8389.13,4177.94,6222.47,24196.2,7645.83,25450.84,5792.62,9201.83,4959.34,22366.05,11132.43
MARTIN-BROWER AUSTRALIA PTY LTD,APAC,231389.36,294279.12,350811.9,239405.79,205589.13,387974.11,294128.78,356506.97,280995.42,263064.86,341493.75
MARTIN-BROWER AUSTRALIA PTY LTD,EMEA,12457.8,23156.68,9977.99,12404.92,2343.06,6286.01,412.61,692.47,1635.21,1842.3,344.34
"MARUCCI SPORTS, LLC",Americas,169148.16,162873.52,214580.08,203881.54,156245.3,186170.03,243784.61,215274.4,309579.57,391363.89,308046.01
"MARUCCI SPORTS, LLC",APAC,0,1803.01,7743.05,874.24,388.81,1054.84,105.75,5997.12,0,1358.26,2009.06
"MARVELL SEMICONDUCTOR, INC.",Americas,2582789.53,2455200.49,2596192.79,2358859.68,2040754.16,1749257.38,1470962.27,1557513.92,1514122.23,1472809.45,1503442.54
"MARVELL SEMICONDUCTOR, INC.",APAC,1599175.74,1666563.25,1279142.72,1266988.91,937236.4,861419.3,728755.41,868440.59,794982.33,726140.07,749890.94
"MARVELL SEMICONDUCTOR, INC.",EMEA,256788.86,250303.08,203286.75,261043.63,188685.34,218931.25,168442.97,200932.67,258683.95,122866.38,81409.94
MARX OKUBO ASSOCIATES INC,Americas,623293.01,739911.71,700702.89,720185.05,660135.72,726703.45,747811.69,656619.23,564351.18,658828.86,605853.02
MARX OKUBO ASSOCIATES INC,EMEA,4043.23,0,195.24,0,0,0,15.93,0,0,0,0
MARX OKUBO ASSOCIATES INC,NULL,0,0,372.71,0,0,0,0,0,0,0,0
MARY HITCHCOCK MEMORIAL HOSPITAL,Americas,1822550.34,2475727.23,1745658.7,2473932.53,2065313.56,2322039.54,1841439.41,2568880.43,2151870.37,2759085.08,1833976.97
MARY HITCHCOCK MEMORIAL HOSPITAL,APAC,0,0,187.44,0,3931.52,49.32,4125.88,267.95,263.72,3330.93,3281.24
MARY HITCHCOCK MEMORIAL HOSPITAL,EMEA,2497.18,9947.49,9957.74,15544.43,12218.1,4417.61,811.05,11375.93,6008.17,12533.55,21561.52
MARY HITCHCOCK MEMORIAL HOSPITAL,NULL,1059.44,587.66,1132.23,2064.3,4739.52,535.58,1273.43,371.59,1690.68,1716.52,802.58
"MARYLAND CRIME VICTIMS' RESOURCE CENTER, INC.",Americas,3157.42,3532.24,1631.92,2786.5,1522.26,3468,1386.7,1945.85,3227.53,4873.92,948.7
MASCOLO GROUP LTD,Americas,0,0,0,0,0,0,180.14,0,0,30.61,46.56
MASCOLO GROUP LTD,APAC,3.94,0,43.72,0,67.95,0,0,252.65,111.98,293.38,152.74
MASCOLO GROUP LTD,EMEA,17317.29,17673.94,14255.78,27617.91,17992.95,16395.76,13562.58,17660.69,13410.39,11904.41,13322.96
MASCOLO GROUP LTD,NULL,0,31.22,0,0,0,0,0,0,0,0,0
"MASERGY COMMUNICATIONS, INC.",Americas,915439.94,1172512.11,1042031.2,1067372.72,1023394.68,1192942.79,980604.64,1166766.27,983826.86,1455926.35,916252.31
"MASERGY COMMUNICATIONS, INC.",APAC,0,30966.39,22486.92,6547.35,27046.06,30061.56,10084.18,11149.55,1600.58,7298.53,6310.09
"MASERGY COMMUNICATIONS, INC.",EMEA,80255.67,75024.02,56243.9,95771.79,69177.63,124595.91,58222.81,98132.97,80441.75,142402.02,71891.24
MASIMO CORPORATION,Americas,2429746.97,3013618.86,2462626.62,3147786.63,2537748.52,2803581.39,2653756.44,3066021.82,2772169.34,2923459.16,2539134.75
MASIMO CORPORATION,APAC,475375.8,473425.53,456786.27,433526.86,372944.66,453818.63,613126.82,521269.87,442322.45,545374.08,551284.12
MASIMO CORPORATION,EMEA,505003.69,658123.38,480711.99,740781.41,617508.67,790874.45,506894.4,886030.26,651866.16,745725.05,605538.77
MASIMO CORPORATION,NULL,15988.87,22553.16,20658.6,18218.7,17000.74,27372.73,20720.29,20823.92,13627.67,22510.6,19802.75
MASONITE INTERNATIONAL CORP.,Americas,5145472.3,6448102.3,8091554.8,6925503.36,7437819.27,7803893.8,7306722.14,5922178.51,8083689.83,7096812.24,7447259.03
MASONITE INTERNATIONAL CORP.,APAC,7039.34,8248.38,9053.81,9554.99,10366.68,15178.76,6645.1,9703.37,10745.73,1911.26,12479.17
MASONITE INTERNATIONAL CORP.,EMEA,30911.49,39272.89,35280.46,29859.6,14573.66,19709.06,19540.04,16645.58,14917.13,16230.31,7120.81
MASONITE INTERNATIONAL CORP.,NULL,0,1056.78,4.11,0,0,0,0,0,0,0,0
MASSACHUSETTS AUDIO VISUAL EQUIPMENT CORPORATION,Americas,85548.74,109421.87,91224.64,118096.1,57907.2,110513.45,77071.99,90746.19,59102.27,84350.91,112974.44
MASSACHUSETTS AUDIO VISUAL EQUIPMENT CORPORATION,APAC,0,0,0,0,0,0,0,0,57.27,0,0
MASSACHUSETTS CLEAN ENERGY CENTER,Americas,21958.13,27033.37,14820.83,41033.43,15635.66,43110.89,10641.22,28305.64,20746.43,48823.09,24136.56
MASSACHUSETTS DEPARTMENT OF REVENUE,Americas,200719.86,282381.66,198232.3,314600.02,182772.76,235802.18,161316.44,202602.83,186419.92,311575.33,118156.98
MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,Americas,31017.91,57663.62,41897.47,49567.99,33007.31,63385.38,49918.15,47794,36419.31,57152.83,32911.01
MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,EMEA,0,0,0,29.11,1470.62,0,0,0,0,0,0
MASSACHUSETTS FINANCIAL COMPANY D/B/A MFS,Americas,3756108.63,4228867.54,3706884.91,4833012.32,3721488.89,4341402.54,3974480.61,4691144.15,3689649.6,3854199.7,3466547.31
MASSACHUSETTS FINANCIAL COMPANY D/B/A MFS,APAC,395514.2,552865.07,474425.91,511648.07,352204.21,489791.33,473175.3,718151.77,358560.24,592579.31,512684.31
MASSACHUSETTS FINANCIAL COMPANY D/B/A MFS,EMEA,469214.6,526054.81,460659.68,669290.11,565446.92,606122.81,367776.78,719148.65,467548.42,473680.93,378485.85
MASSACHUSETTS FINANCIAL COMPANY D/B/A MFS,NULL,77897.61,65033.56,66995.49,106944.9,90206.2,89425.64,66554.18,98636.33,75290.04,58125.83,47550.22
MASSACHUSETTS HIGHER EDUCATION ASSISTANCE CORPORATION,Americas,215876.32,359752.36,280440.99,281119.27,224054.58,351768.02,259272.03,255070.38,159188.28,235840.75,139459.03
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,Americas,14294749.89,18741463.79,14672642.25,15565025.46,15586457.19,19414906.39,13588509.93,15734739.04,16050201.46,19935964.18,13977134.9
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,APAC,705535.96,579536.91,876805.31,586610.29,748271.89,665329.68,842901.04,653202.68,857029.79,828212.59,739685.46
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,EMEA,643556.29,845318.19,825305.06,801728.35,649855.88,946726.65,733567,731751.16,868788.68,913228.42,737273.79
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,NULL,164751.42,245786.34,357085.21,211597.92,172965.09,218545.26,367542.68,318148.28,184199.9,279534.42,346007.97
MASSACHUSETTS MUTUAL LIFE INSURA,Americas,7132537.76,10526044.64,8501189.66,10018264.76,7328755.93,11153068.17,10028262.94,11084168.71,9941451.69,13136539.05,9886587.15
MASSACHUSETTS MUTUAL LIFE INSURA,APAC,160505.82,346579.94,183285.26,303437.2,167731.52,308085.88,258509.06,379327.28,208009.68,388726.76,261151.36
